dTAlk_dK0,dTCO2_dK0,dHin_dK0,dpCO2in_dK0,dfCO2in_dK0,dHCO3in_dK0,dCO3in_dK0,dCO2in_dK0,dRFin_dK0,dOmegaCAin_dK0,dOmegaARin_dK0,dxCO2in_dK0,dHout_dK0,dpCO2out_dK0,dfCO2out_dK0,dHCO3out_dK0,dCO3out_dK0,dCO2out_dK0,dRFout_dK0,dOmegaCAout_dK0,dOmegaARout_dK0,dxCO2out_dK0
0,6867.13663221179,248.056994151385,0,0,10940.9139117147,-4472.48581388117,398.708534522572,121.53610993724,-109.11923129581,-71.4470617620716,0,186.729849978029,2453.92775432323,2444.7208550351,10925.1743861324,-4390.51955982329,332.481805906948,129.276379786854,-79.1554036554268,-51.3411578113641,2487.71160775158
0,0,0,-11730.3744131986,-11692.5009792176,0,0,0,7.99621806677083e-08,0,0,-12079.5266559476,0,-4796.23490705659,-4778.23989816862,0,0,0,2.83955865357069e-08,0,0,-4862.26590443341
0,0,0,-29123.1340651433,-29029.1052595418,0,0,0,-1.22255147182253e-07,0,0,-29989.9783120987,0,-12210.4362148568,-12164.6238406779,0,0,0,1.19668980607243e-07,0,0,-12378.5404251999
88381.2958222399,79231.6885232501,0,0,0,69272.0812242622,9554.60729898635,404.999999999976,66.7024215164853,233.112288598621,152.632930815414,0,-5.8718485013611,2052.05740565032,2044.35828499281,69530.8544155416,9383.63889156753,317.195216145502,68.7176458493307,169.174903812199,109.728900785526,2080.30860681001
87008.3381147892,78000.8652317359,0,0,0,68195.9752796401,9406.18141757538,398.708534522572,67.2654601020963,229.491009793512,150.261857198281,0,-5.92303735500063,2019.10559866877,2011.53010999925,68452.5357598418,9235.98628515729,312.343186738777,69.301633044142,166.512917798502,108.002304271457,2046.90314384195
-9095.22477824713,0,268.361164324251,0,0,6005.72111930245,-6410.72111930144,404.999999999976,123.277885990249,-156.408089304342,-102.40998111801,0,201.175421815074,2528.17941419892,2518.69392987412,5966.11784180488,-6304.44589573558,338.328053922996,131.019717748531,-113.661026423217,-73.721924532131,2562.9855092926
-9167.15872595914,0,264.230240823677,0,0,6073.97748066606,-6472.6860151873,398.708534522572,121.581319504832,-157.919902217291,-103.399857872829,0,197.957077484927,2486.0464695957,2476.71906399874,6034.24210368744,-6367.10717541141,332.865071723731,129.042107932494,-114.790728459324,-74.4546630166399,2520.27250962365
0,0,0,-12445.1676496959,-12404.9863887441,0,0,0,-9.38856835412426e-08,0,0,-12815.5955698291,0,-5070.42307811896,-5051.3993417671,0,0,0,-1.09036962465539e-07,0,0,-5140.22889444314
0,6838.53896177144,257.235568209518,0,0,10883.1212381768,-4449.58227626641,404.999999999976,123.019198567237,-108.560433230826,-71.0811823530336,0,193.008324909408,2495.48944761018,2486.12661287407,10867.8208068461,-4367.19857547107,337.916730391839,131.0288590605,-78.734956392885,-51.0684506017394,2529.84549154057
0,6867.13663222516,253.502278675377,0,0,10940.9139117381,-4472.48581389245,398.708534522572,121.536104237172,-109.119231296097,-71.4470617622544,0,190.099841446147,2453.92775442229,2444.72085513374,10925.1743861859,-4390.51955987596,332.481805911859,129.276372836597,-79.1554036563606,-51.3411578119715,2487.7116078519
0,0,0,-11416.116825266,-11379.2580233494,0,0,0,1.67656738165747e-07,0,0,-11755.915253911,0,-4665.59550812081,-4648.09064560633,0,0,0,1.0600670668068e-07,0,0,-4729.82795935111
0,0,0,-29123.1340655713,-29029.1052599681,0,0,0,-1.47568232143706e-07,0,0,-29989.9783125384,0,-12210.4362146595,-12164.6238404806,0,0,0,5.52237993895901e-08,0,0,-12378.5404249993
88381.2958222399,79231.6885232501,0,0,0,69272.0812242622,9554.60729898635,404.999999999976,66.7024215164853,233.112288598621,152.632930815414,0,-5.8718485013611,2052.05740565032,2044.35828499281,69530.8544155416,9383.63889156753,317.195216145502,68.7176458493307,169.174903812199,109.728900785526,2080.30860681001
87008.3381147892,78000.8652317359,0,0,0,68195.9752796401,9406.18141757538,398.708534522572,67.2654601020963,229.491009793512,150.261857198281,0,-5.92303735500063,2019.10559866877,2011.53010999925,68452.5357598418,9235.98628515729,312.343186738777,69.301633044142,166.512917798502,108.002304271457,2046.90314384195
-9095.22477824713,0,268.361164324251,0,0,6005.72111930245,-6410.72111930144,404.999999999976,123.277885990249,-156.408089304342,-102.40998111801,0,201.175421815074,2528.17941419892,2518.69392987412,5966.11784180488,-6304.44589573558,338.328053922996,131.019717748531,-113.661026423217,-73.721924532131,2562.9855092926
-9167.15872595914,0,264.230240823677,0,0,6073.97748066606,-6472.6860151873,398.708534522572,121.581319504832,-157.919902217291,-103.399857872829,0,197.957077484927,2486.0464695957,2476.71906399874,6034.24210368744,-6367.10717541141,332.865071723731,129.042107932494,-114.790728459324,-74.4546630166399,2520.27250962365
0,0,0,-12445.1676496959,-12404.9863887441,0,0,0,-9.38856835412426e-08,0,0,-12815.5955698291,0,-5070.42307811896,-5051.3993417671,0,0,0,-1.09036962465539e-07,0,0,-5140.22889444314
0,6838.53896177144,257.235568209518,0,0,10883.1212381768,-4449.58227626641,404.999999999976,123.019198567237,-108.560433230826,-71.0811823530336,0,193.008324909408,2495.48944761018,2486.12661287407,10867.8208068461,-4367.19857547107,337.916730391839,131.0288590605,-78.734956392885,-51.0684506017394,2529.84549154057
0,6867.13663222516,253.502278675377,0,0,10940.9139117381,-4472.48581389245,398.708534522572,121.536104237172,-109.119231296097,-71.4470617622544,0,190.099841446147,2453.92775442229,2444.72085513374,10925.1743861859,-4390.51955987596,332.481805911859,129.276372836597,-79.1554036563606,-51.3411578119715,2487.7116078519
0,0,0,-11416.116825266,-11379.2580233494,0,0,0,1.67656738165747e-07,0,0,-11755.915253911,0,-4665.59550812081,-4648.09064560633,0,0,0,1.0600670668068e-07,0,0,-4729.82795935111
0,0,0,-29123.1340655713,-29029.1052599681,0,0,0,-1.47568232143706e-07,0,0,-29989.9783125384,0,-12210.4362146595,-12164.6238404806,0,0,0,5.52237993895901e-08,0,0,-12378.5404249993
64978.3815983871,59672.3201619611,0,0,0,53556.2587255306,5711.06143642573,404.999999999976,87.2597726089797,139.33786707422,91.233058338358,0,-7.5957367317352,2054.93370653605,2047.22379427584,53806.1563655473,5544.80222910648,321.361567306072,91.590050624881,99.9656310953909,64.8389245050526,2083.22450646894
63968.9760561436,58745.3415390989,0,0,0,52724.2899530085,5622.34305157005,398.708534522572,87.8384725004115,137.173325394248,89.8157999755593,0,-7.64710377212113,2022.36606474482,2014.77834312288,52971.8563920583,5457.00569426172,316.479452782073,92.1829055240408,98.3827728344253,63.8122633800201,2050.2084975914
-9095.2247782672,0,207.477813492226,0,0,6005.72111930914,-6410.72111931481,404.999999999976,123.277886462942,-156.408089304668,-102.409981118225,0,172.049692720797,2528.17941353017,2518.6939292083,5966.11784148723,-6304.44589537363,338.328053889219,131.019717790771,-113.661026416686,-73.7219245278991,2562.98550861465
-9167.15872594576,0,204.284076507286,0,0,6073.97748064934,-6472.68601517518,398.708534522572,121.581326484713,-157.91990221699,-103.399857872633,0,169.297293108374,2486.04646893824,2476.71906334378,6034.24210334638,-6367.10717503942,332.86507169079,129.042094498874,-114.790728452611,-74.4546630122904,2520.27250895699
0,0,0,-16524.4395418841,-16471.0876838783,0,0,0,4.73346851910773e-08,0,0,-17016.2861720939,0,-6781.34156402918,-6755.89862720889,0,0,2.61228946970625e-11,-9.92931227435346e-08,0,0,-6874.70203441996
0,6838.53896176475,198.876291876746,0,0,10883.1212381734,-4449.58227626056,404.999999999976,123.019198693018,-108.56043323067,-71.0811823529356,0,165.065009893256,2495.48944679181,2486.12661205903,10867.8208064582,-4367.19857504433,337.916730350982,131.028871797187,-78.7349563851853,-51.06845059675,2529.84549071049
0,6867.13663222182,195.989977265495,0,0,10940.9139117247,-4472.4858138866,398.708534522572,121.536091010497,-109.119231295941,-71.447061762163,0,162.577610182934,2453.92775365031,2444.72085436551,10925.174385808,-4390.51955946133,332.48180587338,129.276372540415,-79.1554036488895,-51.3411578071257,2487.71160706946
0,0,0,-15662.7615648679,-15612.1917752614,0,0,0,9.36767003836661e-08,0,0,-16128.9605228356,0,-6439.80826461727,-6415.64672766121,0,0,0,2.05587181265882e-08,0,0,-6528.46675838833
0,0,0,-29123.1340610205,-29029.105255434,0,0,0,-5.10702591327572e-08,0,0,-29989.9783078555,0,-12210.4362162754,-12164.6238420906,0,0,0,-8.53173740806061e-08,0,0,-12378.5404266377
64978.3815983871,59672.3201619611,0,0,0,53556.2587255306,5711.06143642573,404.999999999976,87.2597726089797,139.33786707422,91.233058338358,0,-7.5957367317352,2054.93370653605,2047.22379427584,53806.1563655473,5544.80222910648,321.361567306072,91.590050624881,99.9656310953909,64.8389245050526,2083.22450646894
63968.9760561436,58745.3415390989,0,0,0,52724.2899530085,5622.34305157005,398.708534522572,87.8384725004115,137.173325394248,89.8157999755593,0,-7.64710377212113,2022.36606474482,2014.77834312288,52971.8563920583,5457.00569426172,316.479452782073,92.1829055240408,98.3827728344253,63.8122633800201,2050.2084975914
-9095.2247782672,0,207.477813492226,0,0,6005.72111930914,-6410.72111931481,404.999999999976,123.277886462942,-156.408089304668,-102.409981118225,0,172.049692720797,2528.17941353017,2518.6939292083,5966.11784148723,-6304.44589537363,338.328053889219,131.019717790771,-113.661026416686,-73.7219245278991,2562.98550861465
-9167.15872594576,0,204.284076507286,0,0,6073.97748064934,-6472.68601517518,398.708534522572,121.581326484713,-157.91990221699,-103.399857872633,0,169.297293108374,2486.04646893824,2476.71906334378,6034.24210334638,-6367.10717503942,332.86507169079,129.042094498874,-114.790728452611,-74.4546630122904,2520.27250895699
0,0,0,-16524.4395418841,-16471.0876838783,0,0,0,4.73346851910773e-08,0,0,-17016.2861720939,0,-6781.34156402918,-6755.89862720889,0,0,2.61228946970625e-11,-9.92931227435346e-08,0,0,-6874.70203441996
0,6838.53896176475,198.876291876746,0,0,10883.1212381734,-4449.58227626056,404.999999999976,123.019198693018,-108.56043323067,-71.0811823529356,0,165.065009893256,2495.48944679181,2486.12661205903,10867.8208064582,-4367.19857504433,337.916730350982,131.028871797187,-78.7349563851853,-51.06845059675,2529.84549071049
0,6867.13663222182,195.989977265495,0,0,10940.9139117247,-4472.4858138866,398.708534522572,121.536091010497,-109.119231295941,-71.447061762163,0,162.577610182934,2453.92775365031,2444.72085436551,10925.174385808,-4390.51955946133,332.48180587338,129.276372540415,-79.1554036488895,-51.3411578071257,2487.71160706946
0,0,0,-15662.7615648679,-15612.1917752614,0,0,0,9.36767003836661e-08,0,0,-16128.9605228356,0,-6439.80826461727,-6415.64672766121,0,0,0,2.05587181265882e-08,0,0,-6528.46675838833
0,0,0,-29123.1340610205,-29029.105255434,0,0,0,-5.10702591327572e-08,0,0,-29989.9783078555,0,-12210.4362162754,-12164.6238420906,0,0,0,-8.53173740806061e-08,0,0,-12378.5404266377
59235.7083445115,54765.0534146756,0,0,0,49484.398484835,4875.6549298374,404.999999999976,93.9713145772563,118.955708334782,77.8876073394128,0,-7.52351419961047,2060.6199226019,2052.88867620953,49729.1883854165,4712.92620771008,322.9388215485,99.1687997431434,84.9679795947724,55.1112652811139,2088.98900613096
58315.5122603651,53914.3066420138,0,0,0,48715.6839546167,4799.9141528721,398.708534522572,94.5411200668456,117.107792946302,76.6776636537386,0,-7.56969642325052,2028.13779189249,2020.52841530912,48958.1055099627,4638.15828217327,318.042849876185,99.7465170830188,83.6200103520165,54.236956030939,2056.05968558837
-9095.22477825382,0,191.703360987322,0,0,6005.72111930245,-6410.72111930227,404.999999999976,123.277879246022,-156.408089304381,-102.409981118029,0,152.525706576802,2528.17941304616,2518.69392872596,5966.11784124314,-6304.44589510571,338.328053865055,131.01972462405,-113.66102641186,-73.7219245247644,2562.98550812354
-9167.15872596582,0,188.752442507568,0,0,6073.97748066606,-6472.6860151873,398.708534522572,121.581319568938,-157.919902217304,-103.399857872829,0,150.085645865488,2486.04646847806,2476.71906288569,6034.24210310229,-6367.10717477651,332.86507166788,129.042100715887,-114.790728447869,-74.454663009221,2520.27250849096
0,0,0,-18005.1252643556,-17946.9927701147,0,0,0,5.62948380721697e-08,0,0,-18541.044208251,0,-7407.61418499189,-7379.82153394763,0,0,0,1.62223176068758e-08,0,0,-7509.59671134661
0,6838.5389617915,183.755809510094,0,0,10883.1212381902,-4449.58227627017,404.999999999976,123.019192147248,-108.560433230892,-71.0811823530728,0,146.333636907636,2495.48944625848,2486.1266115278,10867.8208062342,-4367.1985747668,337.916730323919,131.02886497919,-78.7349563801893,-51.0684505935042,2529.84549017048
0,6867.13663223519,181.088940206742,0,0,10940.9139117314,-4472.48581388451,398.708534522572,121.53610340009,-109.119231295888,-71.4470617621238,0,144.128504237356,2453.92775312576,2444.72085384222,10925.174385564,-4390.51955917879,332.48180584697,129.276380190374,-79.1554036438021,-51.3411578038277,2487.71160653781
0,0,0,-17222.0930943819,-17166.4887476807,0,0,2.61228946970625e-11,1.06738147732197e-07,0,0,-17734.7052427191,0,-7096.3633259207,-7069.73845795828,0,0,5.2245789394125e-11,1.58043512917228e-08,0,0,-7194.06078178843
0,0,0,-29123.1340598285,-29029.1052542453,0,0,0,4.63420151925889e-08,0,0,-29989.9783066233,0,-12210.4362173629,-12164.6238431748,0,0,0,-7.0636307260857e-08,0,0,-12378.5404277395
59235.7083445115,54765.0534146756,0,0,0,49484.398484835,4875.6549298374,404.999999999976,93.9713145772563,118.955708334782,77.8876073394128,0,-7.52351419961047,2060.6199226019,2052.88867620953,49729.1883854165,4712.92620771008,322.9388215485,99.1687997431434,84.9679795947724,55.1112652811139,2088.98900613096
58315.5122603651,53914.3066420138,0,0,0,48715.6839546167,4799.9141528721,398.708534522572,94.5411200668456,117.107792946302,76.6776636537386,0,-7.56969642325052,2028.13779189249,2020.52841530912,48958.1055099627,4638.15828217327,318.042849876185,99.7465170830188,83.6200103520165,54.236956030939,2056.05968558837
-9095.22477825382,0,191.703360987322,0,0,6005.72111930245,-6410.72111930227,404.999999999976,123.277879246022,-156.408089304381,-102.409981118029,0,152.525706576802,2528.17941304616,2518.69392872596,5966.11784124314,-6304.44589510571,338.328053865055,131.01972462405,-113.66102641186,-73.7219245247644,2562.98550812354
-9167.15872596582,0,188.752442507568,0,0,6073.97748066606,-6472.6860151873,398.708534522572,121.581319568938,-157.919902217304,-103.399857872829,0,150.085645865488,2486.04646847806,2476.71906288569,6034.24210310229,-6367.10717477651,332.86507166788,129.042100715887,-114.790728447869,-74.454663009221,2520.27250849096
0,0,0,-18005.1252643556,-17946.9927701147,0,0,0,5.62948380721697e-08,0,0,-18541.044208251,0,-7407.61418499189,-7379.82153394763,0,0,0,1.62223176068758e-08,0,0,-7509.59671134661
0,6838.5389617915,183.755809510094,0,0,10883.1212381902,-4449.58227627017,404.999999999976,123.019192147248,-108.560433230892,-71.0811823530728,0,146.333636907636,2495.48944625848,2486.1266115278,10867.8208062342,-4367.1985747668,337.916730323919,131.02886497919,-78.7349563801893,-51.0684505935042,2529.84549017048
0,6867.13663223519,181.088940206742,0,0,10940.9139117314,-4472.48581388451,398.708534522572,121.53610340009,-109.119231295888,-71.4470617621238,0,144.128504237356,2453.92775312576,2444.72085384222,10925.174385564,-4390.51955917879,332.48180584697,129.276380190374,-79.1554036438021,-51.3411578038277,2487.71160653781
0,0,0,-17222.0930943819,-17166.4887476807,0,0,2.61228946970625e-11,1.06738147732197e-07,0,0,-17734.7052427191,0,-7096.3633259207,-7069.73845795828,0,0,5.2245789394125e-11,1.58043512917228e-08,0,0,-7194.06078178843
0,0,0,-29123.1340598285,-29029.1052542453,0,0,0,4.63420151925889e-08,0,0,-29989.9783066233,0,-12210.4362173629,-12164.6238431748,0,0,0,-7.0636307260857e-08,0,0,-12378.5404277395
85443.2073277247,77060.6355109481,0,0,0,67868.0636941769,8787.57181677723,404.999999999976,71.1356556375442,214.398238811028,140.379693186111,0,-5.10771874151494,2158.15494848466,2150.05776012087,68089.4348103974,8642.49164998403,328.709050564382,73.006964296554,155.812975166582,101.06219130545,2187.86682175676
84115.8913050589,75863.5384048201,0,0,0,66813.7684355322,8651.06143476336,398.708534522572,71.7117635189968,211.067673087801,138.198967276456,0,-5.15028013073838,2123.78466308143,2115.81642869999,67033.1628341266,8506.70383062718,323.671740063242,73.6018285382624,153.364895957219,99.4743373470667,2153.02335180964
-8937.98831656809,0,262.702564653249,0,0,5836.64926361561,-6241.64926361752,404.999999999976,127.460698553621,-152.283092223606,-99.7090922123914,0,201.506641636161,2583.20075490893,2573.50883584242,5813.557016174,-6160.8009817274,347.243965550943,134.343778484686,-111.071293933363,-72.0421925326639,2618.7643429259
-9009.57328812691,0,258.653782190594,0,0,5904.3678667395,-6303.07640126032,398.708534522572,125.735303356369,-153.781784968361,-100.690378387382,0,198.292980477538,2540.52982278807,2530.99800092617,5881.31391313763,-6222.97450122284,341.660588080253,132.364621919567,-112.192202282666,-72.7692273249353,2575.5059491271
0,0,0,-12795.7891899329,-12754.4758899448,0,0,0,-1.42134670046717e-07,0,0,-13176.6532899211,0,-5365.68907892299,-5345.5575331302,0,0,0,2.31187618069003e-08,0,0,-5439.55989808901
0,6774.13885017251,251.46766333854,0,0,10738.8852216057,-4369.74637130013,404.999999999976,126.908166047023,-106.612605346664,-69.8058198207844,0,193.039374519885,2554.01184021179,2544.42943512642,10734.6768265068,-4307.37541004751,346.837433709681,133.998404683833,-77.6564218954217,-50.3689000052892,2589.17357694595
0,6803.35162919017,247.808834957955,0,0,10797.7457686576,-4393.10267385237,398.708534522572,125.393444545828,-107.182449922282,-70.1789320587006,0,190.135610567472,2511.8526202523,2502.42839247756,10793.2682425906,-4331.19622257085,341.279609176142,132.240999332341,-78.0858804150764,-50.6474520259086,2546.43394018175
0,0,0,-11817.9625548895,-11779.806328256,0,0,0,-1.24031504021653e-07,0,0,-12169.7218411169,0,-4967.36505407406,-4948.72798144704,0,0,0,8.69108706571269e-08,0,0,-5035.75204412118
0,0,0,-28393.2456772688,-28301.5734358049,0,0,0,-8.94186685480449e-08,0,0,-29238.3649426828,0,-12196.9418052296,-12151.18006077,0,0,-5.2245789394125e-11,-1.2298658823377e-07,0,0,-12364.8602345721
85443.2073277247,77060.6355109481,0,0,0,67868.0636941769,8787.57181677723,404.999999999976,71.1356556375442,214.398238811028,140.379693186111,0,-5.10771874151494,2158.15494848466,2150.05776012087,68089.4348103974,8642.49164998403,328.709050564382,73.006964296554,155.812975166582,101.06219130545,2187.86682175676
84115.8913050589,75863.5384048201,0,0,0,66813.7684355322,8651.06143476336,398.708534522572,71.7117635189968,211.067673087801,138.198967276456,0,-5.15028013073838,2123.78466308143,2115.81642869999,67033.1628341266,8506.70383062718,323.671740063242,73.6018285382624,153.364895957219,99.4743373470667,2153.02335180964
-8937.98831656809,0,262.702564653249,0,0,5836.64926361561,-6241.64926361752,404.999999999976,127.460698553621,-152.283092223606,-99.7090922123914,0,201.506641636161,2583.20075490893,2573.50883584242,5813.557016174,-6160.8009817274,347.243965550943,134.343778484686,-111.071293933363,-72.0421925326639,2618.7643429259
-9009.57328812691,0,258.653782190594,0,0,5904.3678667395,-6303.07640126032,398.708534522572,125.735303356369,-153.781784968361,-100.690378387382,0,198.292980477538,2540.52982278807,2530.99800092617,5881.31391313763,-6222.97450122284,341.660588080253,132.364621919567,-112.192202282666,-72.7692273249353,2575.5059491271
0,0,0,-12795.7891899329,-12754.4758899448,0,0,0,-1.42134670046717e-07,0,0,-13176.6532899211,0,-5365.68907892299,-5345.5575331302,0,0,0,2.31187618069003e-08,0,0,-5439.55989808901
0,6774.13885017251,251.46766333854,0,0,10738.8852216057,-4369.74637130013,404.999999999976,126.908166047023,-106.612605346664,-69.8058198207844,0,193.039374519885,2554.01184021179,2544.42943512642,10734.6768265068,-4307.37541004751,346.837433709681,133.998404683833,-77.6564218954217,-50.3689000052892,2589.17357694595
0,6803.35162919017,247.808834957955,0,0,10797.7457686576,-4393.10267385237,398.708534522572,125.393444545828,-107.182449922282,-70.1789320587006,0,190.135610567472,2511.8526202523,2502.42839247756,10793.2682425906,-4331.19622257085,341.279609176142,132.240999332341,-78.0858804150764,-50.6474520259086,2546.43394018175
0,0,0,-11817.9625548895,-11779.806328256,0,0,0,-1.24031504021653e-07,0,0,-12169.7218411169,0,-4967.36505407406,-4948.72798144704,0,0,0,8.69108706571269e-08,0,0,-5035.75204412118
0,0,0,-28393.2456772688,-28301.5734358049,0,0,0,-8.94186685480449e-08,0,0,-29238.3649426828,0,-12196.9418052296,-12151.18006077,0,0,-5.2245789394125e-11,-1.2298658823377e-07,0,0,-12364.8602345721
87713.1092616724,78940.4977797202,0,0,0,69357.8862977802,9177.61148194362,404.999999999976,69.4409861706181,223.91438491165,146.610498426537,0,-5.0063912761816,2158.51871216736,2150.42015899769,69579.5462981136,9032.51293817591,328.438543440622,71.1597716605528,162.844555844052,105.622960078714,2188.23559346796
86350.5314867606,77714.1979857694,0,0,0,68280.4474157325,9035.04203551406,398.708534522572,70.0138525219675,220.435990781835,144.332980180906,0,-5.04891013304832,2124.11897094084,2116.14948226882,68500.1370232933,8890.65796208692,323.403000388336,71.7513090378564,160.287093625791,103.964158969993,2153.36226217159
-8937.98831654802,0,268.469345043118,0,0,5836.64926360558,-6241.64926360498,404.999999999976,127.460705576056,-152.283092223292,-99.709092212189,0,205.14331602451,2583.20075499629,2573.50883592977,5813.55701621412,-6160.80098177003,347.24396555541,134.343786317819,-111.07129393414,-72.0421925331668,2618.76434301493
